"Date","Price","Open","High","Low","Vol.","Change %"
"03/23/2021","103.060","102.000","103.700","101.420","3.07M","-0.43%"
"03/22/2021","103.500","102.980","103.800","101.980","2.65M","-0.10%"
"03/19/2021","103.600","102.780","103.640","102.500","6.11M","0.82%"
"03/18/2021","102.760","102.900","103.700","102.440","3.14M","-0.23%"
"03/17/2021","103.000","103.120","103.500","102.260","2.45M","-0.02%"
"03/16/2021","103.020","103.200","103.560","102.520","2.25M","0.35%"
"03/15/2021","102.660","103.220","103.420","102.440","2.27M","-0.37%"
"03/12/2021","103.040","105.980","105.980","103.040","3.16M","-2.66%"
"03/11/2021","105.860","103.840","106.520","103.840","3.00M","0.04%"
"03/10/2021","105.820","105.940","106.520","105.080","2.45M","-0.17%"
"03/09/2021","106.000","104.840","107.380","104.020","3.78M","1.28%"
"03/08/2021","104.660","102.500","105.140","101.720","3.35M","2.83%"
"03/05/2021","101.780","101.900","102.840","101.120","2.69M","-0.88%"
"03/04/2021","102.680","102.000","103.660","101.640","2.37M","-0.41%"
"03/03/2021","103.100","103.880","104.560","102.120","2.86M","-0.39%"
"03/02/2021","103.500","103.340","104.780","102.880","2.28M","0.14%"
"03/01/2021","103.360","103.320","104.180","102.240","2.42M","1.27%"
"02/26/2021","102.060","101.000","103.320","100.540","3.57M","-0.64%"
"02/25/2021","102.720","104.700","104.840","102.180","2.29M","-0.48%"
"02/24/2021","103.220","102.340","103.600","102.180","1.95M","0.31%"
"02/23/2021","102.900","103.780","103.860","100.460","3.51M","-0.96%"
"02/22/2021","103.900","104.000","104.500","102.920","2.41M","-0.99%"
"02/19/2021","104.940","106.280","106.460","104.760","3.08M","-1.22%"
"02/18/2021","106.240","104.160","106.240","104.120","3.01M","1.74%"
"02/17/2021","104.420","107.600","107.640","104.220","3.72M","-3.62%"
"02/16/2021","108.340","109.000","109.000","107.900","1.67M","-0.46%"
"02/15/2021","108.840","109.060","109.180","108.280","1.40M","0.26%"
"02/12/2021","108.560","108.540","108.800","107.780","1.94M","-0.86%"
"02/11/2021","109.500","107.400","109.500","107.100","2.09M","2.07%"
"02/10/2021","107.280","108.680","108.680","106.420","2.26M","-1.47%"
"02/09/2021","108.880","108.960","109.220","107.820","1.64M","-0.07%"
"02/08/2021","108.960","109.160","109.800","108.680","1.74M","0.44%"
"02/05/2021","108.480","110.960","110.960","108.240","2.47M","-1.63%"
"02/04/2021","110.280","108.200","110.700","108.080","2.64M","1.40%"
"02/03/2021","108.760","108.500","109.440","107.900","2.56M","0.46%"
"02/02/2021","108.260","107.600","108.560","107.580","2.73M","1.14%"
"02/01/2021","107.040","106.000","108.120","105.500","2.94M","2.14%"
"01/29/2021","104.800","108.200","109.040","104.800","4.98M","-3.23%"
"01/28/2021","108.300","108.300","109.020","106.120","3.39M","-1.22%"
"01/27/2021","109.640","110.840","111.940","108.120","4.69M","-0.31%"
"01/26/2021","109.980","105.820","110.000","105.460","4.30M","4.23%"
"01/25/2021","105.520","105.160","105.740","103.800","3.20M","0.78%"
"01/22/2021","104.700","104.440","104.800","103.120","2.57M","-0.21%"
"01/21/2021","104.920","105.500","106.060","104.540","2.14M","0.06%"
"01/20/2021","104.860","105.000","105.480","104.120","2.63M","0.92%"
"01/19/2021","103.900","104.100","104.440","103.240","2.68M","0.64%"
"01/18/2021","103.240","103.060","104.040","102.700","2.18M","-0.27%"
"01/15/2021","103.520","105.000","106.760","102.860","5.73M","-0.65%"
"01/14/2021","104.200","105.160","105.420","103.480","3.52M","-1.10%"
"01/13/2021","105.360","105.780","106.040","104.460","2.65M","-0.36%"
"01/12/2021","105.740","106.500","106.940","105.640","2.35M","-0.28%"
"01/11/2021","106.040","106.300","106.740","105.000","2.91M","-0.13%"
"01/08/2021","106.180","105.140","106.720","105.040","3.07M","1.59%"
"01/07/2021","104.520","105.580","105.700","104.040","3.18M","-0.91%"
"01/06/2021","105.480","105.140","106.260","103.600","3.02M","0.42%"
"01/05/2021","105.040","104.980","106.200","104.460","2.80M","-0.27%"
"01/04/2021","105.320","108.100","108.500","104.780","2.93M","-1.77%"
"12/30/2020","107.220","106.940","107.680","106.580","1.53M","0.39%"
"12/29/2020","106.800","107.000","107.940","106.660","2.48M","1.46%"
"12/28/2020","105.260","105.100","106.120","104.660","2.06M","1.45%"
"12/23/2020","103.760","104.080","104.200","103.220","1.63M","0.14%"
"12/22/2020","103.620","102.100","103.960","101.900","2.63M","2.13%"
"12/21/2020","101.460","102.060","102.520","100.080","3.96M","-2.69%"
"12/18/2020","104.260","105.080","106.280","103.380","11.53M","-0.70%"
"12/17/2020","105.000","103.540","105.080","103.000","4.06M","2.14%"
"12/16/2020","102.800","101.140","102.800","100.480","3.28M","2.11%"
"12/15/2020","100.680","100.460","101.460","100.100","2.64M","0.75%"
"12/14/2020","99.930","100.200","100.560","98.690","3.24M","0.18%"
"12/11/2020","99.750","101.220","101.220","99.070","2.90M","-1.41%"
"12/10/2020","101.180","102.000","102.460","99.720","3.18M","-0.88%"
"12/09/2020","102.080","102.720","103.600","102.020","3.01M","0.00%"
"12/08/2020","102.080","101.700","102.080","101.040","2.27M","0.35%"
"12/07/2020","101.720","102.800","102.800","101.120","2.42M","-1.03%"
"12/04/2020","102.780","101.000","102.820","100.780","2.58M","1.86%"
"12/03/2020","100.900","101.600","101.900","99.980","2.53M","-0.39%"
"12/02/2020","101.300","101.580","102.120","100.820","2.37M","0.08%"
"12/01/2020","101.220","102.400","102.600","101.220","3.32M","-0.75%"
"11/30/2020","101.980","100.000","101.980","99.940","6.76M","1.84%"
"11/27/2020","100.140","100.000","100.740","99.820","3.03M","0.60%"
"11/26/2020","99.540","99.400","100.520","99.070","2.53M","0.87%"
"11/25/2020","98.680","98.000","98.980","97.500","3.39M","1.37%"
"11/24/2020","97.350","99.310","99.360","97.350","3.82M","-0.95%"
"11/23/2020","98.280","99.300","99.880","98.280","3.21M","-0.53%"
"11/20/2020","98.800","99.520","99.630","98.750","3.91M","-0.62%"
"11/19/2020","99.420","99.890","100.040","99.000","2.79M","-0.58%"
"11/18/2020","100.000","98.560","100.680","98.320","3.20M","1.49%"
"11/17/2020","98.530","100.360","100.640","98.050","3.74M","-1.75%"
"11/16/2020","100.280","102.400","102.920","100.280","3.91M","-0.93%"
"11/13/2020","101.220","100.320","102.560","100.120","3.05M","0.94%"
"11/12/2020","100.280","101.000","102.140","100.240","3.10M","-1.22%"
"11/11/2020","101.520","99.800","101.840","99.700","3.93M","2.45%"
"11/10/2020","99.090","99.880","101.460","98.440","5.53M","0.12%"
"11/09/2020","98.970","99.770","103.340","98.370","8.84M","1.77%"
"11/06/2020","97.250","97.500","98.800","95.960","4.41M","-0.98%"
"11/05/2020","98.210","98.700","99.800","97.550","6.03M","1.51%"
"11/04/2020","96.750","93.280","97.040","93.110","5.39M","2.98%"
"11/03/2020","93.950","91.230","94.430","90.560","5.30M","4.18%"
"11/02/2020","90.180","92.200","92.550","89.930","6.75M","-1.43%"
"10/30/2020","91.490","92.650","93.710","90.650","6.77M","-1.90%"
"10/29/2020","93.260","92.480","94.170","90.700","8.12M","1.11%"
"10/28/2020","92.240","96.950","97.160","91.910","11.91M","-4.86%"
"10/27/2020","96.950","100.000","101.240","96.840","14.31M","-0.56%"
"10/26/2020","97.500","100.000","105.400","96.340","22.20M","-21.94%"
"10/23/2020","124.900","124.500","125.320","124.080","1.75M","0.32%"
"10/22/2020","124.500","124.280","124.800","122.600","2.36M","-0.34%"
"10/21/2020","124.920","127.940","127.980","124.840","2.43M","-2.05%"
"10/20/2020","127.540","130.780","131.340","127.540","1.95M","-2.64%"
"10/19/2020","131.000","133.160","134.340","131.000","1.41M","-1.39%"
"10/16/2020","132.840","131.200","134.100","130.560","1.98M","1.75%"
"10/15/2020","130.560","132.580","133.160","129.520","2.09M","-2.80%"
"10/14/2020","134.320","134.420","135.620","133.960","1.17M","0.18%"
"10/13/2020","134.080","134.300","134.700","132.780","1.33M","-0.22%"
"10/12/2020","134.380","133.500","134.640","132.640","1.16M","0.99%"
"10/09/2020","133.060","132.340","133.080","131.120","1.51M","0.54%"
"10/08/2020","132.340","131.220","132.820","130.720","1.56M","1.50%"
"10/07/2020","130.380","131.900","131.980","129.480","1.65M","-0.82%"
"10/06/2020","131.460","132.860","132.860","130.720","1.38M","-0.71%"
"10/05/2020","132.400","133.120","133.500","131.500","1.23M","-0.27%"
"10/02/2020","132.760","132.100","133.540","131.500","1.42M","-0.73%"
"10/01/2020","133.740","134.440","134.560","132.440","1.58M","0.74%"
"09/30/2020","132.760","133.000","134.160","131.580","1.91M","-1.04%"
"09/29/2020","134.160","133.920","134.380","133.080","1.29M","-0.37%"
"09/28/2020","134.660","130.980","134.860","130.360","2.40M","3.62%"
"09/25/2020","129.960","131.920","131.960","127.200","2.23M","-1.52%"
"09/24/2020","131.960","130.640","132.200","129.720","1.78M","-0.03%"
"09/23/2020","132.000","134.260","134.840","132.000","1.49M","-0.38%"
"09/22/2020","132.500","132.040","133.880","132.040","2.18M","1.15%"
"09/21/2020","131.000","135.000","135.540","130.440","2.61M","-3.32%"
"09/18/2020","135.500","135.300","138.120","135.060","6.75M","-0.01%"
"09/17/2020","135.520","133.440","136.360","133.120","1.58M","-0.32%"
"09/16/2020","135.960","136.460","137.640","135.100","1.64M","0.50%"
"09/15/2020","135.280","135.980","136.340","134.920","1.38M","-0.21%"
"09/14/2020","135.560","136.720","137.300","135.100","1.09M","0.04%"
"09/11/2020","135.500","136.500","136.900","134.040","1.56M","-0.38%"
"09/10/2020","136.020","138.340","138.480","135.360","1.57M","-1.09%"
"09/09/2020","137.520","132.660","137.920","132.520","1.94M","3.06%"
"09/08/2020","133.440","136.500","136.680","131.880","2.14M","-2.47%"
"09/07/2020","136.820","133.840","137.000","133.420","1.21M","2.98%"
"09/04/2020","132.860","135.380","137.380","130.480","3.15M","-3.25%"
"09/03/2020","137.320","142.440","143.320","136.360","2.36M","-2.95%"
"09/02/2020","141.500","140.260","142.400","139.400","2.28M","2.06%"
"09/01/2020","138.640","139.640","140.800","137.480","1.79M","0.43%"
"08/31/2020","138.040","140.220","140.640","137.580","1.66M","-1.23%"
"08/28/2020","139.760","140.380","140.740","138.800","1.45M","-0.43%"
"08/27/2020","140.360","142.740","142.880","140.080","1.50M","-1.34%"
"08/26/2020","142.260","139.880","142.260","139.240","1.44M","2.15%"
"08/25/2020","139.260","139.220","140.520","138.860","1.46M","0.48%"
"08/24/2020","138.600","137.000","139.320","137.000","1.43M","2.06%"
"08/21/2020","135.800","137.500","138.000","134.700","2.03M","-0.54%"
"08/20/2020","136.540","135.500","136.880","134.780","1.53M","-0.22%"
"08/19/2020","136.840","135.040","137.420","134.800","1.25M","1.12%"
"08/18/2020","135.320","135.280","137.420","134.680","1.58M","-0.25%"
"08/17/2020","135.660","135.000","136.380","135.000","951.67K","0.31%"
"08/14/2020","135.240","136.540","137.180","135.060","1.26M","-1.37%"
"08/13/2020","137.120","137.480","137.840","135.840","1.43M","-0.70%"
"08/12/2020","138.080","136.660","138.140","135.060","1.55M","0.71%"
"08/11/2020","137.100","135.620","138.120","134.560","2.02M","1.60%"
"08/10/2020","134.940","136.520","136.920","134.200","1.49M","-1.66%"
"08/07/2020","137.220","135.460","137.480","134.900","1.53M","1.46%"
"08/06/2020","135.240","135.860","137.840","134.920","1.58M","-0.56%"
"08/05/2020","136.000","136.200","137.160","135.900","1.57M","0.50%"
"08/04/2020","135.320","138.500","138.500","133.760","2.03M","-1.61%"
"08/03/2020","137.540","134.540","138.160","134.300","2.37M","2.81%"
"07/31/2020","133.780","134.000","136.300","133.620","2.53M","0.19%"
"07/30/2020","133.520","139.500","139.500","132.600","2.66M","-4.33%"
"07/29/2020","139.560","137.060","140.060","137.000","1.58M","1.31%"
"07/28/2020","137.760","140.600","140.720","137.000","1.92M","-1.11%"
"07/27/2020","139.300","141.000","141.060","138.100","2.15M","2.70%"
"07/24/2020","135.640","136.840","137.180","134.940","2.91M","-3.98%"
"07/23/2020","141.260","142.800","142.820","141.080","2.01M","-0.69%"
"07/22/2020","142.240","141.520","142.760","140.640","1.50M","0.27%"
"07/21/2020","141.860","141.280","143.200","141.060","2.03M","1.88%"
"07/20/2020","139.240","136.780","139.400","135.800","1.72M","2.46%"
"07/17/2020","135.900","136.200","136.580","135.220","2.28M","0.32%"
"07/16/2020","135.460","136.080","137.020","135.360","2.11M","-1.37%"
"07/15/2020","137.340","135.660","137.780","134.840","2.80M","2.54%"
"07/14/2020","133.940","134.040","134.520","131.180","2.56M","-2.60%"
"07/13/2020","137.520","137.080","138.160","135.760","2.16M","1.84%"
"07/10/2020","135.040","134.520","135.560","133.600","2.11M","0.27%"
"07/09/2020","134.680","137.500","139.720","133.980","4.13M","4.58%"
"07/08/2020","128.780","127.820","129.500","127.660","1.66M","0.00%"
"07/07/2020","128.780","130.320","130.420","127.820","1.78M","-1.48%"
"07/06/2020","130.720","129.680","130.800","129.000","1.96M","2.46%"
"07/03/2020","127.580","128.000","128.300","127.120","1.41M","-0.06%"
"07/02/2020","127.660","125.320","127.660","124.540","2.65M","3.07%"
"07/01/2020","123.860","122.980","124.160","121.440","1.98M","-0.37%"
"06/30/2020","124.320","122.720","124.460","122.180","2.44M","1.54%"
"06/29/2020","122.440","122.320","123.400","121.460","2.61M","0.26%"
"06/26/2020","122.120","122.000","125.060","121.360","2.21M","1.09%"
"06/25/2020","120.800","119.840","121.780","118.120","2.71M","0.58%"
"06/24/2020","120.100","124.140","124.580","120.100","3.18M","-4.30%"
"06/23/2020","125.500","125.600","127.780","124.980","3.19M","1.19%"
"06/22/2020","124.020","121.980","125.480","121.520","2.87M","0.44%"
"06/19/2020","123.480","121.600","124.760","120.920","11.15M","2.56%"
"06/18/2020","120.400","120.300","122.340","119.360","3.55M","0.13%"
"06/17/2020","120.240","118.480","120.740","117.540","3.34M","1.20%"
"06/16/2020","118.820","116.000","119.820","115.300","3.93M","3.90%"
"06/15/2020","114.360","112.600","115.100","111.680","2.82M","-0.82%"
"06/12/2020","115.300","115.300","118.080","113.840","3.26M","-0.93%"
"06/11/2020","116.380","118.560","119.860","116.380","3.44M","-3.39%"
"06/10/2020","120.460","121.400","122.380","119.940","2.33M","-0.18%"
"06/09/2020","120.680","120.480","121.760","119.740","3.69M","0.38%"
"06/08/2020","120.220","120.620","120.960","118.420","2.82M","-0.76%"
"06/05/2020","121.140","120.200","121.380","118.120","4.45M","1.29%"
"06/04/2020","119.600","118.580","120.600","118.020","3.33M","0.47%"
"06/03/2020","119.040","117.000","119.400","116.020","4.16M","2.67%"
"06/02/2020","115.940","116.900","117.000","112.860","4.77M","2.15%"
"05/29/2020","113.500","111.800","115.280","111.220","8.89M","0.80%"
"05/28/2020","112.600","111.900","113.260","110.860","2.72M","0.68%"
"05/27/2020","111.840","111.160","112.940","110.660","3.24M","0.77%"
"05/26/2020","110.980","113.400","113.540","110.600","2.90M","-0.56%"
"05/25/2020","111.600","107.500","111.760","107.320","2.62M","4.91%"
"05/22/2020","106.380","104.860","106.780","104.560","2.47M","-0.37%"
"05/21/2020","106.780","108.360","108.360","106.400","2.16M","-3.10%"
"05/20/2020","110.200","107.780","110.540","107.540","2.93M","1.96%"
"05/19/2020","108.080","108.460","109.200","106.780","3.46M","0.67%"
"05/18/2020","107.360","106.220","108.240","105.780","3.14M","3.49%"
"05/15/2020","103.740","104.860","105.480","103.320","3.45M","-0.15%"
"05/14/2020","103.900","104.420","105.280","101.800","3.94M","-1.98%"
"05/13/2020","106.000","106.980","107.720","105.480","2.95M","-0.80%"
"05/12/2020","106.860","106.080","107.540","105.760","2.30M","0.21%"
"05/11/2020","106.640","107.860","107.900","105.340","2.22M","-1.02%"
"05/08/2020","107.740","108.040","108.320","106.940","2.43M","0.37%"
"05/07/2020","107.340","105.940","108.540","105.620","3.72M","1.94%"
"05/06/2020","105.300","107.900","108.400","104.840","3.92M","-2.90%"
"05/05/2020","108.440","107.660","108.560","105.460","3.03M","1.46%"
"05/04/2020","106.880","106.200","107.280","105.280","4.43M","-1.89%"
"04/30/2020","108.940","110.840","111.800","108.080","4.69M","-0.78%"
"04/29/2020","109.800","109.000","109.900","107.180","2.54M","0.88%"
"04/28/2020","108.840","107.660","110.120","107.600","3.04M","0.96%"
"04/27/2020","107.800","109.000","109.500","107.160","2.11M","1.05%"
"04/24/2020","106.680","106.220","108.060","105.140","2.89M","-1.33%"
"04/23/2020","108.120","108.260","109.320","106.120","2.89M","-0.11%"
"04/22/2020","108.240","108.700","109.300","107.300","2.93M","1.84%"
"04/21/2020","106.280","110.500","111.380","105.560","4.13M","-6.56%"
"04/20/2020","113.740","113.980","114.200","110.280","2.41M","0.60%"
"04/17/2020","113.060","113.020","114.280","112.160","4.54M","2.69%"
"04/16/2020","110.100","110.100","111.060","109.080","2.78M","1.66%"
"04/15/2020","108.300","111.500","111.620","106.820","4.30M","-3.30%"
"04/14/2020","112.000","112.600","114.860","112.000","4.22M","1.82%"
"04/09/2020","110.000","107.500","111.260","105.960","5.23M","4.76%"
"04/08/2020","105.000","104.100","105.240","103.280","2.90M","1.27%"
"04/07/2020","103.680","104.860","105.600","102.320","3.64M","2.25%"
"04/06/2020","101.400","100.700","102.320","99.500","3.35M","4.16%"
"04/03/2020","97.350","96.550","97.840","96.200","2.93M","0.12%"
"04/02/2020","97.230","98.460","98.690","95.060","4.14M","-0.89%"
"04/01/2020","98.100","99.500","100.660","97.220","4.15M","-4.57%"
"03/31/2020","102.800","104.080","104.520","100.300","3.90M","0.61%"
"03/30/2020","102.180","101.020","102.180","99.200","3.08M","2.31%"
"03/27/2020","99.870","102.220","104.040","98.850","4.25M","-3.93%"
"03/26/2020","103.960","96.550","103.960","96.500","5.82M","5.01%"
"03/25/2020","99.000","102.140","102.580","94.720","5.77M","-0.32%"
"03/24/2020","99.320","97.100","99.320","95.100","6.62M","7.79%"
"03/23/2020","92.140","86.810","95.760","86.220","6.89M","0.96%"
"03/20/2020","91.260","91.650","94.520","89.000","10.78M","4.14%"
"03/19/2020","87.630","88.200","90.690","84.020","8.01M","-1.62%"
"03/18/2020","89.070","89.390","90.140","85.660","7.02M","-3.56%"
"03/17/2020","92.360","92.500","95.210","86.650","9.62M","2.90%"
"03/16/2020","89.760","86.520","92.660","82.130","13.19M","-3.14%"
"03/13/2020","92.670","93.380","99.270","90.220","10.93M","1.95%"
"03/12/2020","90.900","95.210","97.030","90.590","13.62M","-9.68%"
"03/11/2020","100.640","101.240","102.720","100.000","6.45M","-0.02%"
"03/10/2020","100.660","100.420","104.500","99.890","10.15M","1.74%"
"03/09/2020","98.940","100.000","102.100","97.470","10.77M","-7.98%"
"03/06/2020","107.520","107.500","108.560","105.040","6.05M","-2.47%"
"03/05/2020","110.240","112.000","112.300","109.100","4.21M","-1.13%"
"03/04/2020","111.500","112.040","113.840","110.900","4.37M","-1.28%"
"03/03/2020","112.940","110.100","115.680","110.100","5.52M","1.75%"
"03/02/2020","111.000","113.000","114.880","109.080","5.68M","-0.50%"
"02/28/2020","111.560","111.260","112.500","109.300","9.26M","-3.44%"
"02/27/2020","115.540","115.760","117.140","113.280","5.57M","-2.71%"
"02/26/2020","118.760","118.400","119.640","113.600","5.13M","-0.44%"
"02/25/2020","119.280","122.120","122.800","118.520","3.55M","-1.62%"
"02/24/2020","121.240","122.120","123.160","120.180","4.29M","-3.90%"
"02/21/2020","126.160","127.240","128.360","125.360","2.84M","-1.28%"
"02/20/2020","127.800","129.580","129.580","127.800","2.04M","-1.27%"
"02/19/2020","129.440","127.760","129.600","127.060","1.92M","1.67%"
"02/18/2020","127.320","126.500","127.580","126.120","1.87M","-0.06%"
"02/17/2020","127.400","127.500","127.800","126.740","1.04M","0.20%"
"02/14/2020","127.140","126.700","127.140","125.940","1.54M","0.27%"
"02/13/2020","126.800","126.620","126.900","124.020","2.10M","-0.02%"
"02/12/2020","126.820","125.100","127.100","125.060","1.86M","1.16%"
"02/11/2020","125.360","124.540","125.820","124.000","1.90M","1.37%"
"02/10/2020","123.660","123.520","123.800","123.060","1.54M","-0.34%"
"02/07/2020","124.080","123.660","124.560","123.380","2.17M","-0.27%"
"02/06/2020","124.420","125.080","125.220","123.160","2.00M","-0.14%"
"02/05/2020","124.600","122.660","125.180","122.540","2.73M","1.32%"
"02/04/2020","122.980","120.420","123.060","120.300","2.47M","2.48%"
"02/03/2020","120.000","118.920","120.220","118.140","2.49M","1.85%"
"01/31/2020","117.820","118.860","119.840","117.820","3.24M","-0.30%"
"01/30/2020","118.180","118.400","119.160","117.820","2.96M","-1.52%"
"01/29/2020","120.000","119.920","120.180","119.120","2.21M","0.13%"
"01/28/2020","119.840","121.340","122.060","117.280","4.51M","-2.14%"
"01/27/2020","122.460","124.540","125.460","122.120","3.44M","-3.50%"
"01/24/2020","126.900","125.500","127.000","125.480","2.04M","2.47%"
"01/23/2020","123.840","125.700","125.840","123.840","2.08M","-2.18%"
"01/22/2020","126.600","126.760","126.980","125.840","1.99M","0.32%"
"01/21/2020","126.200","125.120","126.200","124.340","1.60M","0.43%"
"01/20/2020","125.660","126.000","126.140","125.240","1.12M","-0.24%"
"01/17/2020","125.960","123.500","125.960","123.420","3.06M","2.87%"
"01/16/2020","122.440","123.100","123.440","121.760","1.47M","-0.46%"
"01/15/2020","123.000","123.580","124.040","122.540","1.78M","-0.49%"
"01/14/2020","123.600","123.960","124.220","123.120","1.73M","-0.13%"
"01/13/2020","123.760","124.020","124.320","123.380","1.46M","0.00%"
"01/10/2020","123.760","123.880","124.300","123.240","1.46M","0.49%"
"01/09/2020","123.160","122.300","123.340","122.040","2.35M","1.94%"
"01/08/2020","120.820","119.400","121.460","118.380","2.04M","0.60%"
"01/07/2020","120.100","120.060","121.200","119.680","1.95M","0.45%"
"01/06/2020","119.560","119.220","119.980","118.000","1.84M","-0.75%"
"01/03/2020","120.460","120.180","120.980","119.380","1.93M","-1.26%"
"01/02/2020","122.000","119.720","122.520","119.420","1.71M","1.40%"
"12/30/2019","120.320","120.620","121.100","120.000","859.84K","-0.89%"
"12/27/2019","121.400","121.080","122.040","120.740","1.16M","0.53%"
"12/23/2019","120.760","121.180","121.360","119.820","1.44M","-0.15%"
"12/20/2019","120.940","119.560","121.460","119.340","5.89M","1.15%"
"12/19/2019","119.560","120.680","120.680","118.740","2.66M","-0.02%"
"12/18/2019","119.580","119.820","120.600","119.040","2.59M","-0.81%"
"12/17/2019","120.560","123.560","124.040","120.520","3.53M","-3.34%"
"12/16/2019","124.720","124.340","124.940","123.880","1.68M","0.45%"
"12/13/2019","124.160","124.060","124.540","122.380","2.59M","1.67%"
"12/12/2019","122.120","122.000","122.840","120.900","2.03M","0.59%"
"12/11/2019","121.400","121.740","122.040","120.660","1.84M","-0.28%"
"12/10/2019","121.740","121.760","121.980","119.420","2.07M","-0.16%"
"12/09/2019","121.940","121.940","122.440","121.500","1.38M","-0.21%"
"12/06/2019","122.200","121.680","122.460","121.040","1.65M","0.79%"
"12/05/2019","121.240","122.240","122.640","121.240","1.56M","-0.69%"
"12/04/2019","122.080","120.360","122.440","120.360","1.73M","1.60%"
"12/03/2019","120.160","120.580","121.200","119.600","1.90M","0.60%"
"12/02/2019","119.440","123.400","124.680","119.380","2.88M","-3.27%"
"11/29/2019","123.480","121.620","123.880","121.280","1.98M","0.78%"
"11/28/2019","122.520","122.420","122.740","121.900","779.67K","-0.42%"
"11/27/2019","123.040","123.000","123.420","122.200","1.33M","0.52%"
"11/26/2019","122.400","123.540","123.820","122.380","2.74M","-0.78%"
"11/25/2019","123.360","123.400","123.800","122.880","1.32M","0.46%"
"11/22/2019","122.800","122.240","123.660","122.160","2.16M","0.36%"
"11/21/2019","122.360","121.440","122.780","120.960","2.11M","0.08%"
"11/20/2019","122.260","122.220","122.720","121.380","1.59M","-0.33%"
"11/19/2019","122.660","122.380","124.500","122.100","2.15M","0.49%"
"11/18/2019","122.060","121.560","122.380","120.760","1.95M","-0.44%"
"11/15/2019","122.600","122.500","122.600","121.200","2.55M","0.86%"
"11/14/2019","121.560","122.000","122.780","121.560","2.13M","-0.46%"
"11/13/2019","122.120","122.500","123.240","121.640","1.87M","-0.99%"
"11/12/2019","123.340","123.520","123.900","122.700","1.46M","-0.16%"
"11/11/2019","123.540","123.040","123.980","122.780","1.49M","0.23%"
"11/08/2019","123.260","122.300","123.400","121.820","1.89M","0.46%"
"11/07/2019","122.700","122.480","122.900","121.500","1.83M","0.51%"
"11/06/2019","122.080","120.120","122.080","119.940","1.86M","1.43%"
"11/05/2019","120.360","120.960","121.240","119.700","2.06M","-0.38%"
"11/04/2019","120.820","120.060","121.260","119.520","2.03M","1.00%"
"11/01/2019","119.620","118.900","120.400","118.820","1.24M","0.69%"
"10/31/2019","118.800","119.100","120.160","118.200","1.95M","-0.50%"
"10/30/2019","119.400","118.480","119.500","117.540","1.82M","0.42%"
"10/29/2019","118.900","119.560","119.720","118.560","1.48M","-0.67%"
"10/28/2019","119.700","119.160","120.140","118.520","1.42M","0.40%"
"10/25/2019","119.220","118.980","119.220","117.880","1.42M","0.29%"
"10/24/2019","118.880","119.400","119.400","117.920","1.53M","0.35%"
"10/23/2019","118.460","117.800","118.580","117.420","2.09M","-0.87%"
"10/22/2019","119.500","119.320","120.940","118.440","2.70M","0.64%"
"10/21/2019","118.740","116.240","119.480","115.360","2.56M","2.52%"
"10/18/2019","115.820","115.780","117.160","115.400","2.86M","-0.16%"
"10/17/2019","116.000","116.640","117.180","115.560","2.63M","-0.55%"
"10/16/2019","116.640","115.480","117.100","115.380","2.83M","1.00%"
"10/15/2019","115.480","115.000","115.960","114.280","2.78M","0.63%"
"10/14/2019","114.760","114.600","115.160","113.320","2.23M","-0.80%"
"10/11/2019","115.680","113.500","115.760","112.180","7.33M","10.23%"
"10/10/2019","104.940","105.620","105.660","103.980","2.48M","-0.91%"
"10/09/2019","105.900","103.140","105.900","103.060","2.15M","2.16%"
"10/08/2019","103.660","104.900","105.020","103.380","1.85M","-0.59%"
"10/07/2019","104.280","104.500","104.880","103.520","2.11M","-0.53%"
"10/04/2019","104.840","103.560","105.060","103.080","2.63M","1.45%"
"10/02/2019","103.340","106.880","106.880","103.340","2.80M","-3.29%"
"10/01/2019","106.860","108.380","109.200","106.860","1.99M","-0.95%"
"09/30/2019","107.880","107.560","108.580","106.780","1.92M","0.07%"
"09/27/2019","107.800","107.700","109.080","107.580","1.73M","0.28%"
"09/26/2019","107.500","106.640","107.940","106.520","1.90M","0.75%"
"09/25/2019","106.700","107.500","107.740","105.800","1.81M","-1.55%"
"09/24/2019","108.380","108.720","109.240","108.060","1.33M","0.24%"
"09/23/2019","108.120","109.140","109.200","108.020","1.99M","-1.58%"
"09/20/2019","109.860","108.840","109.860","107.640","7.27M","0.70%"
"09/19/2019","109.100","108.200","109.360","107.960","1.89M","0.55%"
"09/18/2019","108.500","108.500","108.680","107.840","1.74M","0.22%"
"09/17/2019","108.260","106.800","108.560","106.480","1.80M","1.67%"
"09/16/2019","106.480","107.160","107.200","105.740","1.91M","-1.30%"
"09/13/2019","107.880","109.520","109.740","107.880","2.22M","-1.34%"
"09/12/2019","109.340","109.140","110.400","108.100","2.39M","0.18%"
"09/11/2019","109.140","109.440","110.120","108.840","1.58M","0.37%"
"09/10/2019","108.740","109.700","109.840","107.500","2.13M","-1.32%"
"09/09/2019","110.200","111.080","111.740","109.980","1.36M","-0.99%"
"09/06/2019","111.300","111.900","112.060","110.960","1.79M","-0.16%"
"09/05/2019","111.480","110.000","111.620","109.660","2.20M","2.07%"
"09/04/2019","109.220","108.920","109.440","108.540","1.66M","0.85%"
"09/03/2019","108.300","108.340","108.980","107.720","1.53M","-0.06%"
"09/02/2019","108.360","108.060","108.800","107.500","1.01M","-0.22%"
