"Date","Price","Open","High","Low","Vol.","Change %"
"03/21/2024","180.560","175.000","180.560","174.340","2.66M","4.05%"
"03/20/2024","173.540","174.840","175.020","173.180","895.43K","0.17%"
"03/19/2024","173.240","172.000","173.500","170.680","1.34M","0.59%"
"03/18/2024","172.220","173.800","173.860","171.720","1.39M","0.17%"
"03/15/2024","171.920","174.000","175.940","171.920","7.93M","-1.70%"
"03/14/2024","174.900","175.680","176.180","174.340","1.64M","-0.35%"
"03/13/2024","175.520","176.640","176.880","174.840","1.55M","-0.84%"
"03/12/2024","177.000","175.800","177.180","173.500","1.62M","2.01%"
"03/11/2024","173.520","175.200","176.160","172.320","1.96M","-1.93%"
"03/08/2024","176.940","177.700","177.900","176.500","1.43M","-0.47%"
"03/07/2024","177.780","174.700","178.480","174.700","1.63M","1.43%"
"03/06/2024","175.280","173.400","175.400","173.200","1.77M","1.04%"
"03/05/2024","173.480","175.060","176.400","173.480","1.37M","-0.99%"
"03/04/2024","175.220","174.620","175.860","173.880","1.16M","1.08%"
"03/01/2024","173.340","174.160","174.920","171.660","1.78M","0.27%"
"02/29/2024","172.880","171.980","173.600","171.520","2.28M","0.44%"
"02/28/2024","172.120","174.140","174.540","171.920","1.39M","-1.53%"
"02/27/2024","174.800","173.480","175.060","172.940","1.77M","1.04%"
"02/26/2024","173.000","169.500","173.400","169.260","1.97M","1.88%"
"02/23/2024","169.800","167.400","170.080","167.300","1.72M","1.54%"
"02/22/2024","167.220","165.520","168.040","164.700","1.98M","3.04%"
"02/21/2024","162.280","163.000","163.500","161.680","1.09M","-0.48%"
"02/20/2024","163.060","164.100","164.540","162.440","973.70K","-0.72%"
"02/19/2024","164.240","163.580","164.900","163.420","645.85K","-0.51%"
"02/16/2024","165.080","165.000","165.420","163.460","1.71M","0.43%"
"02/15/2024","164.380","167.340","167.400","163.620","1.09M","-0.30%"
"02/14/2024","164.880","162.900","165.220","162.780","1.18M","1.30%"
"02/13/2024","162.760","166.140","166.140","160.440","2.06M","-2.98%"
"02/12/2024","167.760","167.900","168.680","166.460","1.23M","-0.33%"
"02/09/2024","168.320","167.600","169.080","166.920","1.48M","0.19%"
"02/08/2024","168.000","168.760","169.400","167.060","1.21M","0.00%"
"02/07/2024","168.000","166.300","168.120","165.740","1.54M","0.96%"
"02/06/2024","166.400","164.880","167.740","164.840","1.50M","1.14%"
"02/05/2024","164.520","163.420","164.640","163.000","1.13M","0.54%"
"02/02/2024","163.640","165.000","165.940","162.520","2.04M","0.83%"
"02/01/2024","162.300","161.960","162.340","159.840","1.47M","0.93%"
"01/31/2024","160.800","161.580","162.440","160.240","2.02M","-1.00%"
"01/30/2024","162.420","162.040","163.080","161.620","1.41M","0.26%"
"01/29/2024","162.000","159.400","162.200","159.380","1.67M","1.25%"
"01/26/2024","160.000","158.100","160.380","157.740","2.55M","-0.47%"
"01/25/2024","160.760","159.680","162.420","157.660","3.41M","0.00%"
"01/24/2024","160.760","159.780","161.980","157.340","5.27M","7.63%"
"01/23/2024","149.360","150.000","150.180","147.860","1.45M","-0.65%"
"01/22/2024","150.340","149.100","150.340","149.000","1.74M","0.98%"
